848.84,508.01
847.96,508.48
847.08,508.95
846.2,509.43
845.32,509.91
844.45,510.39
843.58,510.88
842.71,511.38
841.85,511.89
840.99,512.4
840.14,512.93
839.3,513.47
838.46,514.02
837.64,514.58
836.83,515.17
836.03,515.77
835.24,516.38
834.46,517.01
833.68,517.64
832.89,518.26
832.1,518.86
831.28,519.44
830.44,519.98
829.58,520.48
828.69,520.94
827.77,521.34
826.83,521.69
825.88,521.98
824.91,522.23
823.93,522.42
822.94,522.58
821.95,522.7
820.95,522.79
819.95,522.87
818.96,522.94
817.96,523.02
816.96,523.11
815.97,523.23
814.98,523.37
814,523.54
813.02,523.76
812.05,524.01
811.1,524.31
810.16,524.67
809.26,525.09
808.39,525.59
807.57,526.16
806.81,526.81
806.13,527.54
805.54,528.35
805.05,529.22
804.67,530.15
804.4,531.11
804.22,532.09
804.13,533.09
804.11,534.09
804.17,535.09
804.28,536.08
804.45,537.07
804.67,538.04
804.94,539
805.25,539.95
805.62,540.89
806.03,541.8
806.5,542.68
807.04,543.52
807.65,544.32
808.32,545.05
809.06,545.73
809.85,546.34
810.69,546.88
811.57,547.36
812.48,547.77
813.42,548.12
814.37,548.42
815.35,548.65
816.33,548.83
817.32,548.94
818.32,548.97
819.32,548.92
820.31,548.77
821.28,548.52
822.21,548.16
823.09,547.68
823.91,547.11
824.66,546.45
825.34,545.72
825.95,544.93
826.49,544.08
826.96,543.2
827.38,542.29
827.75,541.37
828.08,540.42
828.37,539.46
828.63,538.5
828.88,537.53
829.1,536.56
829.32,535.58
829.52,534.6
829.72,533.62
829.92,532.64
830.12,531.66
830.31,530.68
830.51,529.7
830.71,528.72
830.9,527.74
831.1,526.76
831.29,525.78
831.49,524.8
831.69,523.82
831.88,522.83
832.08,521.85
832.27,520.87
832.45,519.89
832.62,518.9
832.77,517.91
832.89,516.92
832.99,515.93
833.07,514.93
833.13,513.93
833.18,512.93
833.23,511.93
833.28,510.94
833.36,509.94
833.47,508.95
833.62,507.96
833.82,506.98
834.08,506.01
834.39,505.06
834.77,504.14
835.22,503.24
835.72,502.38
836.29,501.55
836.9,500.76
837.56,500.01
838.26,499.3
838.99,498.61
839.75,497.96
840.54,497.35
841.35,496.76
842.18,496.21
843.04,495.69
843.91,495.2
844.8,494.75
845.7,494.32
846.62,493.93
847.55,493.56
848.5,493.24
849.46,492.95
850.43,492.73
851.42,492.56
852.42,492.47
853.42,492.46
854.41,492.56
855.39,492.76
856.34,493.08
857.25,493.49
858.11,494
858.92,494.58
859.69,495.22
860.42,495.9
861.13,496.61
861.81,497.34
862.49,498.08
863.16,498.82
863.84,499.55
864.52,500.28
865.22,501
865.92,501.71
866.63,502.42
867.34,503.12
868.05,503.83
868.74,504.55
869.43,505.27
870.1,506.01
870.76,506.77
871.39,507.55
871.99,508.34
872.57,509.16
873.11,510
873.62,510.86
874.1,511.74
874.53,512.64
874.92,513.56
875.26,514.5
875.55,515.46
875.78,516.43
875.96,517.42
876.08,518.41
876.16,519.41
876.2,520.41
876.2,521.41
876.17,522.4
876.12,523.4
876.05,524.4
875.96,525.4
875.87,526.39
875.77,527.39
875.67,528.38
875.58,529.38
875.5,530.38
875.44,531.37
875.41,532.37
875.42,533.37
875.48,534.37
875.61,535.36
875.82,536.34
876.12,537.29
876.52,538.21
877.01,539.08
877.61,539.89
878.29,540.62
879.05,541.26
879.88,541.82
880.76,542.29
881.69,542.68
882.64,542.99
883.61,543.23
884.59,543.4
885.59,543.51
886.58,543.57
887.58,543.59
888.58,543.56
889.58,543.49
890.57,543.37
891.56,543.21
892.54,543
893.5,542.73
894.45,542.4
895.37,542.01
896.25,541.54
897.09,540.99
897.87,540.37
898.58,539.67
899.21,538.89
899.76,538.06
900.21,537.16
900.56,536.23
900.82,535.26
900.98,534.27
901.05,533.28
901.04,532.28
900.97,531.28
900.84,530.29
900.67,529.3
900.45,528.33
900.2,527.36
899.94,526.39
899.65,525.44
899.37,524.48
899.08,523.52
898.81,522.56
898.56,521.59
898.33,520.62
898.14,519.63
898,518.64
897.9,517.65
897.87,516.65
897.9,515.65
898,514.65
898.17,513.67
898.41,512.7
898.71,511.75
899.06,510.81
899.47,509.89
899.91,509
900.38,508.12
900.89,507.25
901.42,506.41
901.97,505.57
902.54,504.75
903.11,503.93
903.69,503.11
904.25,502.29
904.81,501.45
905.34,500.61
905.85,499.75
906.34,498.88
906.8,497.99
907.24,497.09
907.65,496.18
908.05,495.26
908.42,494.33
908.78,493.4
909.12,492.46
909.45,491.52
909.76,490.57
910.06,489.61
910.34,488.65
910.61,487.69
910.87,486.72
911.13,485.76
911.39,484.79
911.65,483.83
911.93,482.87
912.22,481.91
912.52,480.96
912.84,480.01
913.18,479.07
913.53,478.13
913.9,477.2
914.27,476.27
914.65,475.35
915.04,474.43
915.43,473.51
915.82,472.58
916.2,471.66
916.59,470.74
916.99,469.82
917.39,468.91
917.8,467.99
918.22,467.09
918.66,466.19
919.12,465.3
919.6,464.42
920.1,463.56
920.62,462.7
921.16,461.86
921.73,461.04
922.32,460.23
922.92,459.43
923.54,458.65
924.16,457.87
924.79,457.09
925.42,456.31
926.04,455.53
926.64,454.73
927.22,453.91
927.77,453.07
928.26,452.2
928.69,451.3
929.05,450.37
929.31,449.4
929.49,448.42
929.57,447.42
929.56,446.42
929.45,445.43
929.26,444.45
928.99,443.48
928.65,442.54
928.25,441.63
927.8,440.73
927.31,439.86
926.79,439.01
926.24,438.17
925.69,437.34
925.14,436.51
924.6,435.66
924.08,434.81
923.59,433.94
923.14,433.05
922.72,432.14
922.35,431.21
922.02,430.26
921.73,429.3
921.48,428.34
921.26,427.36
921.07,426.38
920.91,425.39
920.76,424.4
920.62,423.41
920.5,422.42
920.39,421.43
920.3,420.43
920.22,419.43
920.15,418.44
920.1,417.44
920.08,416.44
920.08,415.44
920.1,414.44
920.16,413.44
920.25,412.44
920.38,411.45
920.57,410.47
920.81,409.5
921.12,408.55
921.51,407.63
921.97,406.74
922.5,405.89
923.1,405.09
923.76,404.34
924.47,403.64
925.22,402.98
926.01,402.35
926.81,401.76
927.62,401.18
928.44,400.61
929.27,400.04
930.1,399.48
930.93,398.93
931.76,398.38
932.61,397.84
933.46,397.32
934.33,396.83
935.23,396.38
936.14,395.97
937.08,395.62
938.03,395.33
939.01,395.11
940,394.96
940.99,394.89
941.99,394.89
942.99,394.97
943.98,395.11
944.96,395.31
945.93,395.56
946.89,395.85
947.84,396.16
948.78,396.48
949.73,396.8
950.68,397.1
951.65,397.38
952.62,397.61
953.6,397.78
954.6,397.88
955.6,397.89
956.6,397.81
957.58,397.63
958.54,397.35
959.47,396.99
960.37,396.54
961.22,396.02
962.02,395.43
962.78,394.77
963.49,394.07
964.15,393.31
964.75,392.52
965.31,391.69
965.82,390.83
966.29,389.94
966.71,389.04
967.11,388.12
967.47,387.19
967.81,386.24
968.12,385.3
968.43,384.34
968.72,383.39
969.01,382.43
969.29,381.47
969.57,380.51
969.84,379.55
970.11,378.58
970.37,377.62
970.62,376.65
970.87,375.68
971.1,374.71
971.31,373.73
971.51,372.75
971.69,371.77
971.84,370.78
971.98,369.79
972.09,368.79
972.18,367.8
972.25,366.8
972.31,365.8
972.36,364.8
972.41,363.81
972.44,362.81
972.48,361.81
972.51,360.81
972.54,359.81
972.57,358.81
972.59,357.81
972.6,356.81
972.59,355.81
972.56,354.81
972.51,353.81
972.42,352.81
972.3,351.82
972.14,350.83
971.93,349.86
971.67,348.89
971.37,347.94
971.03,347
970.66,346.07
970.26,345.15
969.84,344.24
969.42,343.34
969,342.43
968.61,341.51
968.25,340.58
967.93,339.63
967.67,338.66
967.46,337.68
967.33,336.69
967.26,335.7
967.26,334.7
967.33,333.7
967.47,332.71
967.66,331.73
967.9,330.75
968.18,329.79
968.49,328.85
968.84,327.91
969.21,326.98
969.6,326.06
970.02,325.15
970.46,324.25
970.92,323.36
971.39,322.48
971.89,321.62
972.41,320.76
972.94,319.91
973.48,319.07
974.03,318.24
974.59,317.41
975.15,316.58
975.71,315.75
976.25,314.91
976.77,314.06
977.27,313.19
977.73,312.3
978.16,311.4
978.54,310.48
978.9,309.54
979.22,308.59
979.51,307.64
979.78,306.67
980.04,305.71
980.29,304.74
980.53,303.77
